23.64,6.4,3.01
0.146,0.8958,1.3125
0.0608,0.1198,0.1813
0.0489,0.0881,0.1133
0.0969,0.8645,1.2578
0.0969,0.1969,0.25
0.0396,0.0887,0.0833
8.96,6,5.89
0.115,0.0337,0.042
0.31,0.535,0.6
0.033,0.078,0.1875
0.0041,0.0026,0.0035
0.12,0.102,0.075
0.0125414095156414,0.0067906109052542,0.00479056378706605
